iteration;temperature;cost;result
135;5460.850000000005;5925.036134590809;["Lille" "Limoges" "Rennes" "Paris" "Strasbourg" "Caen" "Toulouse" "Lyon" "Besançon" "Bordeaux" "Ajaccio" "Marseille" "Lille"]
136;5460.560000000005;6252.04307416231;["Lille" "Limoges" "Rennes" "Paris" "Strasbourg" "Toulouse" "Caen" "Lyon" "Besançon" "Bordeaux" "Ajaccio" "Marseille" "Lille"]
137;5460.270000000005;6252.04307416231;["Lille" "Limoges" "Rennes" "Paris" "Strasbourg" "Toulouse" "Caen" "Lyon" "Besançon" "Bordeaux" "Ajaccio" "Marseille" "Lille"]
138;5459.980000000005;6252.04307416231;["Lille" "Limoges" "Rennes" "Paris" "Strasbourg" "Toulouse" "Caen" "Lyon" "Besançon" "Bordeaux" "Ajaccio" "Marseille" "Lille"]
139;5459.690000000005;6543.958202817519;["Lille" "Limoges" "Bordeaux" "Paris" "Strasbourg" "Toulouse" "Caen" "Lyon" "Besançon" "Rennes" "Ajaccio" "Marseille" "Lille"]
140;5459.400000000005;6468.273723916563;["Lille" "Limoges" "Bordeaux" "Paris" "Strasbourg" "Toulouse" "Caen" "Lyon" "Besançon" "Rennes" "Marseille" "Ajaccio" "Lille"]
141;5459.110000000005;6451.113829535758;["Lille" "Limoges" "Bordeaux" "Caen" "Strasbourg" "Toulouse" "Paris" "Lyon" "Besançon" "Rennes" "Marseille" "Ajaccio" "Lille"]
142;5458.820000000005;6626.542534767641;["Lille" "Limoges" "Bordeaux" "Strasbourg" "Caen" "Toulouse" "Paris" "Lyon" "Besançon" "Rennes" "Marseille" "Ajaccio" "Lille"]
143;5458.530000000005;6428.83647712993;["Lille" "Limoges" "Toulouse" "Strasbourg" "Caen" "Bordeaux" "Paris" "Lyon" "Besançon" "Rennes" "Marseille" "Ajaccio" "Lille"]
144;5458.240000000005;6504.863853592512;["Lille" "Limoges" "Toulouse" "Strasbourg" "Caen" "Bordeaux" "Lyon" "Paris" "Besançon" "Rennes" "Marseille" "Ajaccio" "Lille"]
145;5457.950000000005;6999.380070676339;["Lille" "Ajaccio" "Toulouse" "Strasbourg" "Caen" "Bordeaux" "Lyon" "Paris" "Besançon" "Rennes" "Marseille" "Limoges" "Lille"]
146;5457.660000000005;7271.879389983732;["Lille" "Ajaccio" "Toulouse" "Strasbourg" "Bordeaux" "Caen" "Lyon" "Paris" "Besançon" "Rennes" "Marseille" "Limoges" "Lille"]
147;5457.370000000005;6999.380070676339;["Lille" "Ajaccio" "Toulouse" "Strasbourg" "Caen" "Bordeaux" "Lyon" "Paris" "Besançon" "Rennes" "Marseille" "Limoges" "Lille"]
148;5457.080000000005;7159.072214245863;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Caen" "Bordeaux" "Lyon" "Paris" "Besançon" "Rennes" "Marseille" "Limoges" "Lille"]
149;5456.790000000005;6663.747035383437;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Caen" "Marseille" "Lyon" "Paris" "Besançon" "Rennes" "Bordeaux" "Limoges" "Lille"]
150;5456.5000000000055;6688.931311033794;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Caen" "Lyon" "Marseille" "Paris" "Besançon" "Rennes" "Bordeaux" "Limoges" "Lille"]
151;5456.2100000000055;6872.710795926538;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Caen" "Lyon" "Marseille" "Paris" "Rennes" "Besançon" "Bordeaux" "Limoges" "Lille"]
152;5455.9200000000055;7446.066469330222;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Caen" "Lyon" "Paris" "Marseille" "Rennes" "Besançon" "Bordeaux" "Limoges" "Lille"]
153;5455.630000000006;6978.438685652957;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Lyon" "Caen" "Paris" "Marseille" "Rennes" "Besançon" "Bordeaux" "Limoges" "Lille"]
154;5455.340000000006;6981.875036636862;["Lille" "Ajaccio" "Strasbourg" "Toulouse" "Lyon" "Caen" "Paris" "Marseille" "Rennes" "Bordeaux" "Besançon" "Limoges" "Lille"]
155;5455.050000000006;7243.29003063202;["Lille" "Ajaccio" "Caen" "Toulouse" "Lyon" "Strasbourg" "Paris" "Marseille" "Rennes" "Bordeaux" "Besançon" "Limoges" "Lille"]
156;5454.760000000006;6734.185670425199;["Lille" "Ajaccio" "Caen" "Toulouse" "Lyon" "Strasbourg" "Paris" "Marseille" "Rennes" "Bordeaux" "Limoges" "Besançon" "Lille"]
157;5454.470000000006;7035.17323673785;["Lille" "Bordeaux" "Caen" "Toulouse" "Lyon" "Strasbourg" "Paris" "Marseille" "Rennes" "Ajaccio" "Limoges" "Besançon" "Lille"]
158;5454.180000000006;7038.493046138419;["Lille" "Bordeaux" "Caen" "Toulouse" "Lyon" "Strasbourg" "Paris" "Marseille" "Rennes" "Ajaccio" "Besançon" "Limoges" "Lille"]
159;5453.890000000006;6469.647532777208;["Lille" "Paris" "Caen" "Toulouse" "Lyon" "Strasbourg" "Bordeaux" "Marseille" "Rennes" "Ajaccio" "Besançon" "Limoges" "Lille"]
160;5453.600000000006;5579.623409845741;["Lille" "Paris" "Caen" "Toulouse" "Lyon" "Strasbourg" "Bordeaux" "Rennes" "Marseille" "Ajaccio" "Besançon" "Limoges" "Lille"]
161;5453.310000000006;5622.133412187184;["Lille" "Caen" "Paris" "Toulouse" "Lyon" "Strasbourg" "Bordeaux" "Rennes" "Marseille" "Ajaccio" "Besançon" "Limoges" "Lille"]
162;5453.020000000006;5779.238118535845;["Lille" "Caen" "Paris" "Lyon" "Toulouse" "Strasbourg" "Bordeaux" "Rennes" "Marseille" "Ajaccio" "Besançon" "Limoges" "Lille"]
163;5452.730000000006;6039.625967154662;["Lille" "Caen" "Paris" "Lyon" "Bordeaux" "Strasbourg" "Toulouse" "Rennes" "Marseille" "Ajaccio" "Besançon" "Limoges" "Lille"]
164;5452.440000000006;6513.547338818259;["Lille" "Caen" "Paris" "Lyon" "Bordeaux" "Strasbourg" "Toulouse" "Rennes" "Marseille" "Besançon" "Ajaccio" "Limoges" "Lille"]
165;5452.150000000006;5896.116516677449;["Lille" "Caen" "Paris" "Lyon" "Bordeaux" "Strasbourg" "Toulouse" "Rennes" "Limoges" "Besançon" "Ajaccio" "Marseille" "Lille"]
166;5451.860000000006;5627.050103588687;["Lille" "Caen" "Paris" "Bordeaux" "Lyon" "Strasbourg" "Toulouse" "Rennes" "Limoges" "Besançon" "Ajaccio" "Marseille" "Lille"]
167;5451.570000000006;5869.101794368762;["Lille" "Caen" "Paris" "Bordeaux" "Marseille" "Strasbourg" "Toulouse" "Rennes" "Limoges" "Besançon" "Ajaccio" "Lyon" "Lille"]
168;5451.280000000006;5749.46956936446;["Lille" "Caen" "Paris" "Bordeaux" "Marseille" "Strasbourg" "Toulouse" "Limoges" "Rennes" "Besançon" "Ajaccio" "Lyon" "Lille"]
169;5450.990000000006;6707.638036346465;["Lille" "Marseille" "Paris" "Bordeaux" "Caen" "Strasbourg" "Toulouse" "Limoges" "Rennes" "Besançon" "Ajaccio" "Lyon" "Lille"]
170;5450.700000000006;6572.80757429413;["Lille" "Marseille" "Paris" "Caen" "Bordeaux" "Strasbourg" "Toulouse" "Limoges" "Rennes" "Besançon" "Ajaccio" "Lyon" "Lille"]
171;5450.410000000006;5935.722042313338;["Lille" "Marseille" "Paris" "Caen" "Bordeaux" "Lyon" "Toulouse" "Limoges" "Rennes" "Besançon" "Ajaccio" "Strasbourg" "Lille"]
172;5450.120000000006;6055.354267317641;["Lille" "Marseille" "Paris" "Caen" "Bordeaux" "Lyon" "Toulouse" "Rennes" "Limoges" "Besançon" "Ajaccio" "Strasbourg" "Lille"]
173;5449.830000000006;6055.354267317641;["Lille" "Marseille" "Paris" "Caen" "Bordeaux" "Lyon" "Toulouse" "Rennes" "Limoges" "Besançon" "Ajaccio" "Strasbourg" "Lille"]
174;5449.540000000006;5852.111928833515;["Lille" "Marseille" "Paris" "Caen" "Bordeaux" "Lyon" "Toulouse" "Rennes" "Limoges" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
175;5449.250000000006;5843.67947419548;["Lille" "Marseille" "Paris" "Limoges" "Bordeaux" "Lyon" "Toulouse" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
176;5448.960000000006;5793.4901124575;["Lille" "Marseille" "Paris" "Limoges" "Lyon" "Bordeaux" "Toulouse" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
177;5448.670000000006;5866.944059884279;["Lille" "Marseille" "Paris" "Toulouse" "Lyon" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
178;5448.3800000000065;5447.816426178817;["Lille" "Marseille" "Paris" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
179;5448.0900000000065;5447.816426178817;["Lille" "Marseille" "Paris" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
180;5447.800000000007;5878.030609903416;["Lille" "Marseille" "Paris" "Lyon" "Toulouse" "Bordeaux" "Rennes" "Limoges" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
181;5447.510000000007;5972.481704145805;["Lille" "Toulouse" "Paris" "Lyon" "Marseille" "Bordeaux" "Rennes" "Limoges" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
182;5447.220000000007;5542.2675204212055;["Lille" "Toulouse" "Paris" "Lyon" "Marseille" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
183;5446.930000000007;5447.816426178817;["Lille" "Marseille" "Paris" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
184;5446.640000000007;4700.9826950464285;["Lille" "Paris" "Marseille" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Ajaccio" "Besançon" "Strasbourg" "Lille"]
185;5446.350000000007;4695.398487173629;["Lille" "Paris" "Marseille" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Caen" "Besançon" "Ajaccio" "Strasbourg" "Lille"]
186;5446.060000000007;4767.136894555776;["Lille" "Paris" "Marseille" "Lyon" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Besançon" "Ajaccio" "Strasbourg" "Lille"]
187;5445.770000000007;4872.038738574835;["Lille" "Paris" "Marseille" "Lyon" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Caen" "Strasbourg" "Ajaccio" "Besançon" "Lille"]
188;5445.480000000007;4821.84937683684;["Lille" "Paris" "Marseille" "Lyon" "Limoges" "Toulouse" "Bordeaux" "Rennes" "Caen" "Strasbourg" "Ajaccio" "Besançon" "Lille"]
189;5445.190000000007;4681.098364382169;["Lille" "Ajaccio" "Marseille" "Lyon" "Limoges" "Toulouse" "Bordeaux" "Rennes" "Caen" "Strasbourg" "Paris" "Besançon" "Lille"]
190;5444.900000000007;5031.01689881842;["Lille" "Ajaccio" "Marseille" "Lyon" "Limoges" "Toulouse" "Bordeaux" "Rennes" "Strasbourg" "Caen" "Paris" "Besançon" "Lille"]
191;5444.610000000007;5064.7540901205775;["Lille" "Ajaccio" "Marseille" "Lyon" "Limoges" "Toulouse" "Bordeaux" "Paris" "Strasbourg" "Caen" "Rennes" "Besançon" "Lille"]
192;5444.320000000007;5114.943451858573;["Lille" "Ajaccio" "Marseille" "Lyon" "Toulouse" "Limoges" "Bordeaux" "Paris" "Strasbourg" "Caen" "Rennes" "Besançon" "Lille"]
193;5444.030000000007;5290.085749465442;["Lille" "Ajaccio" "Lyon" "Marseille" "Toulouse" "Limoges" "Bordeaux" "Paris" "Strasbourg" "Caen" "Rennes" "Besançon" "Lille"]
194;5443.740000000007;5816.8209394979085;["Lille" "Ajaccio" "Lyon" "Marseille" "Toulouse" "Limoges" "Paris" "Bordeaux" "Strasbourg" "Caen" "Rennes" "Besançon" "Lille"]
195;5443.450000000007;6416.83531055843;["Lille" "Ajaccio" "Lyon" "Marseille" "Besançon" "Limoges" "Paris" "Bordeaux" "Strasbourg" "Caen" "Rennes" "Toulouse" "Lille"]
196;5443.160000000007;6416.83531055843;["Lille" "Ajaccio" "Lyon" "Marseille" "Besançon" "Limoges" "Paris" "Bordeaux" "Strasbourg" "Caen" "Rennes" "Toulouse" "Lille"]
197;5442.870000000007;6511.129873954421;["Lille" "Ajaccio" "Lyon" "Paris" "Besançon" "Limoges" "Marseille" "Bordeaux" "Strasbourg" "Caen" "Rennes" "Toulouse" "Lille"]
198;5442.580000000007;6231.245128168337;["Lille" "Ajaccio" "Lyon" "Paris" "Besançon" "Marseille" "Limoges" "Bordeaux" "Strasbourg" "Caen" "Rennes" "Toulouse" "Lille"]
199;5442.290000000007;6025.364899813623;["Lille" "Ajaccio" "Lyon" "Paris" "Besançon" "Marseille" "Limoges" "Bordeaux" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
200;5442.000000000007;6305.249645599707;["Lille" "Ajaccio" "Lyon" "Paris" "Besançon" "Limoges" "Marseille" "Bordeaux" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
201;5441.710000000007;6409.020625552003;["Lille" "Ajaccio" "Lyon" "Paris" "Bordeaux" "Limoges" "Marseille" "Besançon" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
202;5441.420000000007;6430.650299506163;["Lille" "Lyon" "Ajaccio" "Paris" "Bordeaux" "Limoges" "Marseille" "Besançon" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
203;5441.130000000007;6483.078458320367;["Lille" "Lyon" "Ajaccio" "Limoges" "Bordeaux" "Paris" "Marseille" "Besançon" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
204;5440.840000000007;6375.871127384174;["Lille" "Lyon" "Ajaccio" "Limoges" "Bordeaux" "Marseille" "Paris" "Besançon" "Rennes" "Caen" "Strasbourg" "Toulouse" "Lille"]
205;5440.5500000000075;7107.393004529077;["Lille" "Lyon" "Caen" "Limoges" "Bordeaux" "Marseille" "Paris" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Toulouse" "Lille"]
206;5440.2600000000075;6601.562457895122;["Lille" "Lyon" "Caen" "Limoges" "Bordeaux" "Marseille" "Paris" "Besançon" "Rennes" "Ajaccio" "Toulouse" "Strasbourg" "Lille"]
207;5439.9700000000075;7107.393004529077;["Lille" "Lyon" "Caen" "Limoges" "Bordeaux" "Marseille" "Paris" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Toulouse" "Lille"]
208;5439.680000000008;7105.776295050473;["Lille" "Lyon" "Caen" "Limoges" "Bordeaux" "Marseille" "Paris" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Toulouse" "Lille"]
209;5439.390000000008;7279.131684898284;["Lille" "Lyon" "Bordeaux" "Limoges" "Caen" "Marseille" "Paris" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Toulouse" "Lille"]
210;5439.100000000008;6805.653844626917;["Lille" "Lyon" "Bordeaux" "Limoges" "Caen" "Paris" "Marseille" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Toulouse" "Lille"]
211;5438.810000000008;6738.270857960607;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Paris" "Marseille" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Toulouse" "Lille"]
212;5438.520000000008;6739.88756743921;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Paris" "Marseille" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Toulouse" "Lille"]
213;5438.230000000008;5903.275877245133;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Toulouse" "Marseille" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Paris" "Lille"]
214;5437.940000000008;5970.658863911443;["Lille" "Lyon" "Bordeaux" "Limoges" "Caen" "Toulouse" "Marseille" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Paris" "Lille"]
215;5437.650000000008;5970.658863911443;["Lille" "Lyon" "Bordeaux" "Limoges" "Caen" "Toulouse" "Marseille" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Paris" "Lille"]
216;5437.360000000008;5903.275877245133;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Toulouse" "Marseille" "Besançon" "Rennes" "Ajaccio" "Strasbourg" "Paris" "Lille"]
217;5437.070000000008;6306.193706566591;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Toulouse" "Besançon" "Marseille" "Rennes" "Ajaccio" "Strasbourg" "Paris" "Lille"]
218;5436.780000000008;5692.617978437319;["Lille" "Lyon" "Limoges" "Bordeaux" "Caen" "Toulouse" "Besançon" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
219;5436.490000000008;5939.006169115415;["Lille" "Limoges" "Lyon" "Bordeaux" "Caen" "Toulouse" "Besançon" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
220;5436.200000000008;5626.0498600966175;["Lille" "Limoges" "Lyon" "Caen" "Bordeaux" "Toulouse" "Besançon" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
221;5435.910000000008;5814.987475271748;["Lille" "Limoges" "Lyon" "Caen" "Toulouse" "Bordeaux" "Besançon" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
222;5435.620000000008;5652.43413644208;["Lille" "Limoges" "Caen" "Lyon" "Toulouse" "Bordeaux" "Besançon" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
223;5435.330000000008;5024.620969729238;["Lille" "Besançon" "Caen" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
224;5435.040000000008;4525.72132135081;["Lille" "Caen" "Besançon" "Lyon" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
225;5434.750000000008;5009.215349050008;["Lille" "Caen" "Besançon" "Bordeaux" "Toulouse" "Lyon" "Limoges" "Rennes" "Marseille" "Ajaccio" "Strasbourg" "Paris" "Lille"]
226;5434.460000000008;5834.567126523494;["Lille" "Caen" "Besançon" "Bordeaux" "Toulouse" "Lyon" "Limoges" "Rennes" "Marseille" "Strasbourg" "Ajaccio" "Paris" "Lille"]
227;5434.170000000008;5434.299675890452;["Lille" "Caen" "Marseille" "Bordeaux" "Toulouse" "Lyon" "Limoges" "Rennes" "Besançon" "Strasbourg" "Ajaccio" "Paris" "Lille"]
228;5433.880000000008;5528.3034794339865;["Lille" "Caen" "Marseille" "Bordeaux" "Toulouse" "Lyon" "Rennes" "Limoges" "Besançon" "Strasbourg" "Ajaccio" "Paris" "Lille"]
229;5433.590000000008;5777.611045671807;["Lille" "Caen" "Marseille" "Bordeaux" "Limoges" "Lyon" "Rennes" "Toulouse" "Besançon" "Strasbourg" "Ajaccio" "Paris" "Lille"]
230;5433.300000000008;5859.719948497302;["Lille" "Caen" "Marseille" "Bordeaux" "Limoges" "Lyon" "Rennes" "Toulouse" "Strasbourg" "Besançon" "Ajaccio" "Paris" "Lille"]
231;5433.010000000008;5859.719948497302;["Lille" "Caen" "Marseille" "Bordeaux" "Limoges" "Lyon" "Rennes" "Toulouse" "Strasbourg" "Besançon" "Ajaccio" "Paris" "Lille"]
232;5432.720000000008;5620.61724781443;["Lille" "Caen" "Marseille" "Bordeaux" "Limoges" "Lyon" "Toulouse" "Rennes" "Strasbourg" "Besançon" "Ajaccio" "Paris" "Lille"]
233;5432.4300000000085;5666.115801345452;["Lille" "Caen" "Marseille" "Bordeaux" "Rennes" "Lyon" "Toulouse" "Limoges" "Strasbourg" "Besançon" "Ajaccio" "Paris" "Lille"]
234;5432.1400000000085;5743.5240744768635;["Lille" "Caen" "Marseille" "Bordeaux" "Rennes" "Lyon" "Limoges" "Toulouse" "Strasbourg" "Besançon" "Ajaccio" "Paris" "Lille"]
235;5431.850000000009;5505.874290461309;["Lille" "Caen" "Marseille" "Bordeaux" "Ajaccio" "Lyon" "Limoges" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Paris" "Lille"]
236;5431.560000000009;6023.481799679867;["Lille" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Lyon" "Limoges" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Paris" "Lille"]
237;5431.270000000009;6852.937905924588;["Lille" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Lyon" "Paris" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Limoges" "Lille"]
238;5430.980000000009;7004.193377546603;["Lille" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Lyon" "Paris" "Strasbourg" "Toulouse" "Besançon" "Rennes" "Limoges" "Lille"]
239;5430.690000000009;7163.004937871204;["Lille" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Rennes" "Toulouse" "Lille"]
240;5430.400000000009;7303.86776093487;["Lille" "Marseille" "Caen" "Bordeaux" "Lyon" "Ajaccio" "Paris" "Strasbourg" "Limoges" "Besançon" "Rennes" "Toulouse" "Lille"]
241;5430.110000000009;7475.359140695641;["Lille" "Marseille" "Caen" "Ajaccio" "Lyon" "Bordeaux" "Paris" "Strasbourg" "Limoges" "Besançon" "Rennes" "Toulouse" "Lille"]
242;5429.820000000009;7661.401296769954;["Lille" "Marseille" "Caen" "Ajaccio" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Rennes" "Toulouse" "Lille"]
243;5429.530000000009;7647.672101672051;["Lille" "Marseille" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Caen" "Toulouse" "Lille"]
244;5429.240000000009;6745.910509525258;["Lille" "Marseille" "Ajaccio" "Rennes" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Caen" "Toulouse" "Lille"]
245;5428.950000000009;6745.910509525258;["Lille" "Marseille" "Ajaccio" "Rennes" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Caen" "Toulouse" "Lille"]
246;5428.660000000009;6670.226030624331;["Lille" "Ajaccio" "Marseille" "Rennes" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Limoges" "Besançon" "Caen" "Toulouse" "Lille"]
247;5428.370000000009;5955.215433462049;["Lille" "Ajaccio" "Marseille" "Rennes" "Bordeaux" "Lyon" "Toulouse" "Strasbourg" "Limoges" "Besançon" "Caen" "Paris" "Lille"]
248;5428.080000000009;5378.983093407894;["Lille" "Ajaccio" "Marseille" "Rennes" "Bordeaux" "Toulouse" "Lyon" "Strasbourg" "Limoges" "Besançon" "Caen" "Paris" "Lille"]
249;5427.790000000009;5060.055614821473;["Lille" "Ajaccio" "Marseille" "Rennes" "Bordeaux" "Toulouse" "Limoges" "Strasbourg" "Lyon" "Besançon" "Caen" "Paris" "Lille"]
250;5427.500000000009;5441.90661853922;["Lille" "Ajaccio" "Marseille" "Rennes" "Bordeaux" "Toulouse" "Strasbourg" "Limoges" "Lyon" "Besançon" "Caen" "Paris" "Lille"]
251;5427.210000000009;5318.640305030237;["Lille" "Ajaccio" "Marseille" "Limoges" "Bordeaux" "Toulouse" "Strasbourg" "Rennes" "Lyon" "Besançon" "Caen" "Paris" "Lille"]
252;5426.920000000009;5369.210979479696;["Lille" "Ajaccio" "Marseille" "Limoges" "Bordeaux" "Toulouse" "Strasbourg" "Rennes" "Besançon" "Lyon" "Caen" "Paris" "Lille"]
253;5426.630000000009;5935.724990701747;["Lille" "Ajaccio" "Marseille" "Limoges" "Lyon" "Toulouse" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Caen" "Paris" "Lille"]
254;5426.340000000009;5231.751161873877;["Lille" "Ajaccio" "Marseille" "Limoges" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
255;5426.050000000009;5231.751161873877;["Lille" "Ajaccio" "Marseille" "Limoges" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
256;5425.760000000009;4849.900158156073;["Lille" "Ajaccio" "Marseille" "Limoges" "Toulouse" "Lyon" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
257;5425.470000000009;5103.205543736449;["Lille" "Ajaccio" "Lyon" "Limoges" "Toulouse" "Marseille" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
258;5425.180000000009;5406.893459480745;["Lille" "Ajaccio" "Lyon" "Limoges" "Marseille" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
259;5424.890000000009;5406.893459480745;["Lille" "Ajaccio" "Lyon" "Limoges" "Marseille" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
260;5424.6000000000095;5337.0561755583485;["Lille" "Ajaccio" "Lyon" "Marseille" "Limoges" "Toulouse" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Paris" "Lille"]
261;5424.3100000000095;5937.277957953158;["Lille" "Ajaccio" "Lyon" "Marseille" "Limoges" "Toulouse" "Strasbourg" "Bordeaux" "Rennes" "Besançon" "Caen" "Paris" "Lille"]
262;5424.0200000000095;5719.995968749477;["Lille" "Ajaccio" "Lyon" "Marseille" "Limoges" "Strasbourg" "Toulouse" "Bordeaux" "Rennes" "Besançon" "Caen" "Paris" "Lille"]
263;5423.73000000001;6456.083785829488;["Lille" "Paris" "Lyon" "Marseille" "Limoges" "Strasbourg" "Toulouse" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
264;5423.44000000001;6673.3657750331695;["Lille" "Paris" "Lyon" "Marseille" "Limoges" "Toulouse" "Strasbourg" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
265;5423.15000000001;6254.7389074680705;["Lille" "Paris" "Lyon" "Strasbourg" "Limoges" "Toulouse" "Marseille" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
266;5422.86000000001;6144.070066034084;["Lille" "Paris" "Lyon" "Strasbourg" "Limoges" "Marseille" "Toulouse" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
267;5422.57000000001;6254.7389074680705;["Lille" "Paris" "Lyon" "Strasbourg" "Limoges" "Toulouse" "Marseille" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
268;5422.28000000001;6636.58991118587;["Lille" "Paris" "Lyon" "Limoges" "Strasbourg" "Toulouse" "Marseille" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
269;5421.99000000001;7415.083434684386;["Lille" "Marseille" "Lyon" "Limoges" "Strasbourg" "Toulouse" "Paris" "Bordeaux" "Rennes" "Besançon" "Caen" "Ajaccio" "Lille"]
