iteration;temperature;cost;result
10288;2516.4800000003743;5709.823166293372;["Lille" "Marseille" "Lyon" "Strasbourg" "Rennes" "Besançon" "Ajaccio" "Bordeaux" "Limoges" "Toulouse" "Caen" "Paris" "Lille"]
10289;2516.1900000003743;5709.823166293372;["Lille" "Marseille" "Lyon" "Strasbourg" "Rennes" "Besançon" "Ajaccio" "Bordeaux" "Limoges" "Toulouse" "Caen" "Paris" "Lille"]
10290;2515.9000000003743;5497.735445716316;["Lille" "Marseille" "Lyon" "Rennes" "Strasbourg" "Besançon" "Ajaccio" "Bordeaux" "Limoges" "Toulouse" "Caen" "Paris" "Lille"]
10291;2515.6100000003744;6536.770123795866;["Lille" "Marseille" "Lyon" "Rennes" "Strasbourg" "Paris" "Ajaccio" "Bordeaux" "Limoges" "Toulouse" "Caen" "Besançon" "Lille"]
10292;2515.3200000003744;6698.739520476877;["Lille" "Marseille" "Lyon" "Rennes" "Strasbourg" "Paris" "Ajaccio" "Bordeaux" "Limoges" "Caen" "Toulouse" "Besançon" "Lille"]
10293;2515.0300000003745;7069.432339564195;["Lille" "Marseille" "Lyon" "Rennes" "Limoges" "Paris" "Ajaccio" "Bordeaux" "Strasbourg" "Caen" "Toulouse" "Besançon" "Lille"]
10294;2514.7400000003745;6998.629075757919;["Lille" "Lyon" "Marseille" "Rennes" "Limoges" "Paris" "Ajaccio" "Bordeaux" "Strasbourg" "Caen" "Toulouse" "Besançon" "Lille"]
10295;2514.4500000003745;7069.432339564195;["Lille" "Marseille" "Lyon" "Rennes" "Limoges" "Paris" "Ajaccio" "Bordeaux" "Strasbourg" "Caen" "Toulouse" "Besançon" "Lille"]
10296;2514.1600000003746;6635.117729057332;["Lille" "Marseille" "Lyon" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Strasbourg" "Caen" "Toulouse" "Besançon" "Lille"]
10297;2513.8700000003746;6073.9102948696445;["Lille" "Strasbourg" "Lyon" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10298;2513.5800000003746;6073.9102948696445;["Lille" "Strasbourg" "Lyon" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10299;2513.2900000003747;6328.775096108337;["Lille" "Strasbourg" "Rennes" "Lyon" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10300;2513.0000000003747;6073.9102948696445;["Lille" "Strasbourg" "Lyon" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10301;2512.7100000003747;6073.9102948696445;["Lille" "Strasbourg" "Lyon" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10302;2512.420000000375;6364.483494798676;["Lille" "Lyon" "Strasbourg" "Rennes" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10303;2512.130000000375;6781.042723588791;["Lille" "Lyon" "Rennes" "Strasbourg" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Toulouse" "Besançon" "Lille"]
10304;2511.840000000375;6290.050663389581;["Lille" "Lyon" "Rennes" "Strasbourg" "Limoges" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Toulouse" "Caen" "Besançon" "Lille"]
10305;2511.550000000375;5653.661899249589;["Lille" "Lyon" "Rennes" "Strasbourg" "Caen" "Paris" "Bordeaux" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Besançon" "Lille"]
10306;2511.260000000375;5645.004197384924;["Lille" "Lyon" "Rennes" "Strasbourg" "Caen" "Paris" "Bordeaux" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Besançon" "Lille"]
10307;2510.970000000375;5263.209979055526;["Lille" "Bordeaux" "Rennes" "Strasbourg" "Caen" "Paris" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Besançon" "Lille"]
10308;2510.680000000375;5209.074745926497;["Lille" "Bordeaux" "Rennes" "Strasbourg" "Caen" "Paris" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Besançon" "Lille"]
10309;2510.390000000375;4788.618300956274;["Lille" "Bordeaux" "Rennes" "Strasbourg" "Besançon" "Paris" "Lyon" "Ajaccio" "Marseille" "Toulouse" "Limoges" "Caen" "Lille"]
10310;2510.100000000375;4842.753534085305;["Lille" "Bordeaux" "Rennes" "Strasbourg" "Besançon" "Paris" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10311;2509.810000000375;4575.1122058779265;["Lille" "Paris" "Rennes" "Strasbourg" "Besançon" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10312;2509.520000000375;5051.714535028908;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10313;2509.230000000375;5051.714535028908;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10314;2508.940000000375;5051.714535028908;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10315;2508.6500000003753;5051.714535028908;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10316;2508.3600000003753;4347.740706201039;["Lille" "Paris" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Lyon" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Caen" "Lille"]
10317;2508.0700000003753;5057.5530656344035;["Lille" "Paris" "Strasbourg" "Besançon" "Rennes" "Bordeaux" "Caen" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Lyon" "Lille"]
10318;2507.7800000003754;5761.526894462272;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Caen" "Marseille" "Ajaccio" "Toulouse" "Limoges" "Lyon" "Lille"]
10319;2507.4900000003754;5612.546736455002;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Toulouse" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10320;2507.2000000003754;5765.234354299047;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Toulouse" "Bordeaux" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10321;2506.9100000003755;5765.234354299047;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Toulouse" "Bordeaux" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10322;2506.6200000003755;5612.546736455002;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Toulouse" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10323;2506.3300000003755;5612.546736455002;["Lille" "Paris" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Toulouse" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10324;2506.0400000003756;5727.545734012138;["Lille" "Paris" "Strasbourg" "Rennes" "Bordeaux" "Besançon" "Toulouse" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10325;2505.7500000003756;6085.500475267314;["Lille" "Paris" "Strasbourg" "Rennes" "Bordeaux" "Besançon" "Toulouse" "Caen" "Ajaccio" "Marseille" "Limoges" "Lyon" "Lille"]
10326;2505.4600000003757;6551.084614614165;["Lille" "Paris" "Strasbourg" "Rennes" "Bordeaux" "Besançon" "Toulouse" "Ajaccio" "Caen" "Marseille" "Limoges" "Lyon" "Lille"]
10327;2505.1700000003757;6554.4936328584845;["Lille" "Paris" "Strasbourg" "Rennes" "Bordeaux" "Besançon" "Toulouse" "Marseille" "Caen" "Ajaccio" "Limoges" "Lyon" "Lille"]
10328;2504.8800000003757;6852.081834896243;["Lille" "Paris" "Rennes" "Strasbourg" "Bordeaux" "Besançon" "Toulouse" "Marseille" "Caen" "Ajaccio" "Limoges" "Lyon" "Lille"]
10329;2504.5900000003758;6762.438939950763;["Lille" "Paris" "Rennes" "Strasbourg" "Bordeaux" "Besançon" "Toulouse" "Marseille" "Limoges" "Ajaccio" "Caen" "Lyon" "Lille"]
10330;2504.300000000376;5960.881867685945;["Lille" "Paris" "Rennes" "Strasbourg" "Bordeaux" "Besançon" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Caen" "Lyon" "Lille"]
10331;2504.010000000376;6160.758108531573;["Lille" "Paris" "Bordeaux" "Strasbourg" "Rennes" "Besançon" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Caen" "Lyon" "Lille"]
10332;2503.720000000376;5733.510368009041;["Lille" "Paris" "Strasbourg" "Bordeaux" "Rennes" "Besançon" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Caen" "Lyon" "Lille"]
10333;2503.430000000376;5536.591898838662;["Lille" "Besançon" "Strasbourg" "Bordeaux" "Rennes" "Paris" "Toulouse" "Marseille" "Ajaccio" "Limoges" "Caen" "Lyon" "Lille"]
10334;2503.140000000376;5600.843967202614;["Lille" "Besançon" "Strasbourg" "Bordeaux" "Rennes" "Paris" "Toulouse" "Marseille" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10335;2502.850000000376;6959.266099955394;["Lille" "Marseille" "Strasbourg" "Bordeaux" "Rennes" "Paris" "Toulouse" "Besançon" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10336;2502.560000000376;7088.925638440161;["Lille" "Marseille" "Strasbourg" "Rennes" "Bordeaux" "Paris" "Toulouse" "Besançon" "Ajaccio" "Caen" "Limoges" "Lyon" "Lille"]
10337;2502.270000000376;6803.64582256277;["Lille" "Marseille" "Strasbourg" "Rennes" "Bordeaux" "Paris" "Toulouse" "Lyon" "Ajaccio" "Caen" "Limoges" "Besançon" "Lille"]
10338;2501.980000000376;6702.872042245095;["Lille" "Marseille" "Strasbourg" "Rennes" "Bordeaux" "Paris" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Besançon" "Lille"]
10339;2501.690000000376;6702.872042245095;["Lille" "Marseille" "Strasbourg" "Rennes" "Bordeaux" "Paris" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Besançon" "Lille"]
10340;2501.400000000376;6681.6538208644915;["Lille" "Marseille" "Strasbourg" "Rennes" "Paris" "Bordeaux" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Besançon" "Lille"]
10341;2501.110000000376;6753.151214578041;["Lille" "Marseille" "Strasbourg" "Rennes" "Besançon" "Bordeaux" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10342;2500.8200000003762;6391.774750842735;["Lille" "Strasbourg" "Marseille" "Rennes" "Besançon" "Bordeaux" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10343;2500.5300000003763;6391.774750842735;["Lille" "Strasbourg" "Marseille" "Rennes" "Besançon" "Bordeaux" "Lyon" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10344;2500.2400000003763;5858.091361405523;["Lille" "Strasbourg" "Marseille" "Rennes" "Besançon" "Lyon" "Bordeaux" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10345;2499.9500000003763;5858.091361405523;["Lille" "Strasbourg" "Marseille" "Rennes" "Besançon" "Lyon" "Bordeaux" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10346;2499.6600000003764;5905.474235384757;["Lille" "Strasbourg" "Marseille" "Besançon" "Rennes" "Lyon" "Bordeaux" "Toulouse" "Ajaccio" "Caen" "Limoges" "Paris" "Lille"]
10347;2499.3700000003764;5622.564379334982;["Lille" "Strasbourg" "Marseille" "Ajaccio" "Rennes" "Lyon" "Bordeaux" "Toulouse" "Besançon" "Caen" "Limoges" "Paris" "Lille"]
10348;2499.0800000003765;5778.33859302816;["Lille" "Strasbourg" "Marseille" "Ajaccio" "Rennes" "Lyon" "Bordeaux" "Toulouse" "Besançon" "Caen" "Paris" "Limoges" "Lille"]
10349;2498.7900000003765;6639.583544362935;["Lille" "Marseille" "Strasbourg" "Ajaccio" "Rennes" "Lyon" "Bordeaux" "Toulouse" "Besançon" "Caen" "Paris" "Limoges" "Lille"]
10350;2498.5000000003765;6599.205453541298;["Lille" "Marseille" "Strasbourg" "Ajaccio" "Rennes" "Bordeaux" "Lyon" "Toulouse" "Besançon" "Caen" "Paris" "Limoges" "Lille"]
10351;2498.2100000003766;5862.214919153106;["Lille" "Marseille" "Toulouse" "Ajaccio" "Rennes" "Bordeaux" "Lyon" "Strasbourg" "Besançon" "Caen" "Paris" "Limoges" "Lille"]
10352;2497.9200000003766;6242.949377159689;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Strasbourg" "Besançon" "Caen" "Paris" "Limoges" "Lille"]
10353;2497.6300000003766;6493.841069299848;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Strasbourg" "Paris" "Caen" "Besançon" "Limoges" "Lille"]
10354;2497.3400000003767;6897.737944440966;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Caen" "Besançon" "Limoges" "Lille"]
10355;2497.0500000003767;6493.841069299848;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Strasbourg" "Paris" "Caen" "Besançon" "Limoges" "Lille"]
10356;2496.7600000003767;6614.292382388469;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Lyon" "Strasbourg" "Paris" "Besançon" "Caen" "Limoges" "Lille"]
10357;2496.470000000377;6427.4004592749525;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Caen" "Strasbourg" "Paris" "Besançon" "Lyon" "Limoges" "Lille"]
10358;2496.180000000377;6431.699453705536;["Lille" "Marseille" "Toulouse" "Rennes" "Ajaccio" "Bordeaux" "Caen" "Strasbourg" "Besançon" "Paris" "Lyon" "Limoges" "Lille"]
10359;2495.890000000377;5988.686709397727;["Lille" "Bordeaux" "Toulouse" "Rennes" "Ajaccio" "Marseille" "Caen" "Strasbourg" "Besançon" "Paris" "Lyon" "Limoges" "Lille"]
10360;2495.600000000377;5982.428259052722;["Lille" "Bordeaux" "Toulouse" "Rennes" "Ajaccio" "Marseille" "Caen" "Besançon" "Strasbourg" "Paris" "Lyon" "Limoges" "Lille"]
10361;2495.310000000377;5982.428259052722;["Lille" "Bordeaux" "Toulouse" "Rennes" "Ajaccio" "Marseille" "Caen" "Besançon" "Strasbourg" "Paris" "Lyon" "Limoges" "Lille"]
10362;2495.020000000377;6103.8966514143485;["Lille" "Bordeaux" "Toulouse" "Rennes" "Ajaccio" "Marseille" "Caen" "Besançon" "Paris" "Strasbourg" "Lyon" "Limoges" "Lille"]
10363;2494.730000000377;6012.78484686291;["Lille" "Toulouse" "Bordeaux" "Rennes" "Ajaccio" "Marseille" "Caen" "Besançon" "Paris" "Strasbourg" "Lyon" "Limoges" "Lille"]
10364;2494.440000000377;6108.680240455897;["Lille" "Toulouse" "Rennes" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Besançon" "Paris" "Strasbourg" "Lyon" "Limoges" "Lille"]
10365;2494.150000000377;6310.926754962517;["Lille" "Toulouse" "Rennes" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Besançon" "Paris" "Strasbourg" "Limoges" "Lyon" "Lille"]
10366;2493.860000000377;5948.752424030289;["Lille" "Toulouse" "Rennes" "Bordeaux" "Ajaccio" "Marseille" "Caen" "Besançon" "Strasbourg" "Paris" "Limoges" "Lyon" "Lille"]
10367;2493.570000000377;6034.646941946431;["Lille" "Toulouse" "Rennes" "Marseille" "Ajaccio" "Bordeaux" "Caen" "Besançon" "Strasbourg" "Paris" "Limoges" "Lyon" "Lille"]
10368;2493.280000000377;6342.3118740997625;["Lille" "Toulouse" "Rennes" "Marseille" "Ajaccio" "Caen" "Bordeaux" "Besançon" "Strasbourg" "Paris" "Limoges" "Lyon" "Lille"]
10369;2492.990000000377;6704.486205031992;["Lille" "Toulouse" "Rennes" "Marseille" "Ajaccio" "Caen" "Bordeaux" "Besançon" "Paris" "Strasbourg" "Limoges" "Lyon" "Lille"]
10370;2492.7000000003773;6723.38824601851;["Lille" "Toulouse" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Besançon" "Paris" "Strasbourg" "Limoges" "Lyon" "Lille"]
10371;2492.4100000003773;6293.983529570748;["Lille" "Besançon" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Toulouse" "Paris" "Strasbourg" "Limoges" "Lyon" "Lille"]
10372;2492.1200000003773;6091.737015064127;["Lille" "Besançon" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Toulouse" "Paris" "Strasbourg" "Lyon" "Limoges" "Lille"]
10373;2491.8300000003774;6443.223057749176;["Lille" "Besançon" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Lyon" "Paris" "Strasbourg" "Toulouse" "Limoges" "Lille"]
10374;2491.5400000003774;6492.963068078781;["Lille" "Besançon" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Paris" "Lyon" "Strasbourg" "Toulouse" "Limoges" "Lille"]
10375;2491.2500000003774;6536.223658253734;["Lille" "Limoges" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Paris" "Lyon" "Strasbourg" "Toulouse" "Besançon" "Lille"]
10376;2490.9600000003775;6168.758849297904;["Lille" "Limoges" "Rennes" "Ajaccio" "Marseille" "Caen" "Bordeaux" "Paris" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Lille"]
10377;2490.6700000003775;6953.986413326673;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Marseille" "Bordeaux" "Paris" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Lille"]
10378;2490.3800000003775;6809.532365798567;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Bordeaux" "Marseille" "Paris" "Lyon" "Toulouse" "Strasbourg" "Besançon" "Lille"]
10379;2490.0900000003776;6603.26316119513;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Lyon" "Marseille" "Paris" "Bordeaux" "Toulouse" "Strasbourg" "Besançon" "Lille"]
10380;2489.8000000003776;7492.452689941006;["Lille" "Limoges" "Rennes" "Ajaccio" "Caen" "Lyon" "Marseille" "Paris" "Bordeaux" "Strasbourg" "Toulouse" "Besançon" "Lille"]
10381;2489.5100000003777;7166.899014455169;["Lille" "Limoges" "Rennes" "Besançon" "Caen" "Lyon" "Marseille" "Paris" "Bordeaux" "Strasbourg" "Toulouse" "Ajaccio" "Lille"]
10382;2489.2200000003777;6649.552925538617;["Lille" "Limoges" "Rennes" "Besançon" "Caen" "Lyon" "Marseille" "Bordeaux" "Paris" "Strasbourg" "Toulouse" "Ajaccio" "Lille"]
10383;2488.9300000003777;6553.453041717938;["Lille" "Limoges" "Bordeaux" "Besançon" "Caen" "Lyon" "Marseille" "Rennes" "Paris" "Strasbourg" "Toulouse" "Ajaccio" "Lille"]
10384;2488.6400000003778;6865.62361408512;["Lille" "Limoges" "Bordeaux" "Besançon" "Caen" "Lyon" "Marseille" "Rennes" "Paris" "Toulouse" "Strasbourg" "Ajaccio" "Lille"]
10385;2488.350000000378;6829.837351736055;["Lille" "Limoges" "Toulouse" "Besançon" "Caen" "Lyon" "Marseille" "Rennes" "Paris" "Bordeaux" "Strasbourg" "Ajaccio" "Lille"]
10386;2488.060000000378;6804.4827157608715;["Lille" "Limoges" "Toulouse" "Besançon" "Caen" "Lyon" "Marseille" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10387;2487.770000000378;6760.504349613638;["Lille" "Limoges" "Caen" "Besançon" "Toulouse" "Lyon" "Marseille" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10388;2487.480000000378;6380.568846720614;["Lille" "Caen" "Limoges" "Besançon" "Toulouse" "Lyon" "Marseille" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10389;2487.190000000378;5923.962225160578;["Lille" "Caen" "Limoges" "Marseille" "Toulouse" "Lyon" "Besançon" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10390;2486.900000000378;6538.115100992059;["Lille" "Limoges" "Caen" "Marseille" "Toulouse" "Lyon" "Besançon" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10391;2486.610000000378;6582.093467139292;["Lille" "Limoges" "Toulouse" "Marseille" "Caen" "Lyon" "Besançon" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10392;2486.320000000378;6401.564886439414;["Lille" "Limoges" "Toulouse" "Marseille" "Lyon" "Caen" "Besançon" "Rennes" "Paris" "Strasbourg" "Bordeaux" "Ajaccio" "Lille"]
10393;2486.030000000378;6337.606634423536;["Lille" "Limoges" "Toulouse" "Marseille" "Lyon" "Caen" "Strasbourg" "Rennes" "Paris" "Besançon" "Bordeaux" "Ajaccio" "Lille"]
10394;2485.740000000378;6602.845320771422;["Lille" "Limoges" "Marseille" "Toulouse" "Lyon" "Caen" "Strasbourg" "Rennes" "Paris" "Besançon" "Bordeaux" "Ajaccio" "Lille"]
10395;2485.450000000378;6122.6956182492395;["Lille" "Besançon" "Marseille" "Toulouse" "Lyon" "Caen" "Strasbourg" "Rennes" "Paris" "Limoges" "Bordeaux" "Ajaccio" "Lille"]
10396;2485.160000000378;5812.630985030115;["Lille" "Besançon" "Marseille" "Toulouse" "Lyon" "Caen" "Strasbourg" "Paris" "Rennes" "Limoges" "Bordeaux" "Ajaccio" "Lille"]
10397;2484.8700000003782;5740.192042177545;["Lille" "Besançon" "Marseille" "Toulouse" "Lyon" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Limoges" "Bordeaux" "Paris" "Lille"]
10398;2484.5800000003783;5788.929730937607;["Lille" "Besançon" "Marseille" "Lyon" "Toulouse" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Limoges" "Bordeaux" "Paris" "Lille"]
10399;2484.2900000003783;5788.929730937607;["Lille" "Besançon" "Marseille" "Lyon" "Toulouse" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Limoges" "Bordeaux" "Paris" "Lille"]
10400;2484.0000000003783;6448.279310651842;["Lille" "Besançon" "Marseille" "Lyon" "Toulouse" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Limoges" "Paris" "Bordeaux" "Lille"]
10401;2483.7100000003784;6456.423382880009;["Lille" "Besançon" "Ajaccio" "Lyon" "Toulouse" "Caen" "Strasbourg" "Marseille" "Rennes" "Limoges" "Paris" "Bordeaux" "Lille"]
10402;2483.4200000003784;6461.82092724899;["Lille" "Besançon" "Ajaccio" "Toulouse" "Lyon" "Caen" "Strasbourg" "Marseille" "Rennes" "Limoges" "Paris" "Bordeaux" "Lille"]
10403;2483.1300000003785;6347.948580419531;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Caen" "Toulouse" "Marseille" "Rennes" "Limoges" "Paris" "Bordeaux" "Lille"]
10404;2482.8400000003785;5976.094801348024;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Caen" "Toulouse" "Marseille" "Limoges" "Rennes" "Paris" "Bordeaux" "Lille"]
10405;2482.5500000003785;5919.647324754085;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Caen" "Toulouse" "Bordeaux" "Limoges" "Rennes" "Paris" "Marseille" "Lille"]
10406;2482.2600000003786;5991.385732136233;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Caen" "Toulouse" "Limoges" "Bordeaux" "Rennes" "Paris" "Marseille" "Lille"]
10407;2481.9700000003786;6211.474593555528;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Caen" "Marseille" "Limoges" "Bordeaux" "Rennes" "Paris" "Toulouse" "Lille"]
10408;2481.6800000003786;5902.25754106042;["Lille" "Besançon" "Ajaccio" "Strasbourg" "Lyon" "Marseille" "Caen" "Limoges" "Bordeaux" "Rennes" "Paris" "Toulouse" "Lille"]
10409;2481.3900000003787;7118.6446410369745;["Lille" "Besançon" "Bordeaux" "Strasbourg" "Lyon" "Marseille" "Caen" "Limoges" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10410;2481.1000000003787;6792.1785424020145;["Lille" "Besançon" "Strasbourg" "Bordeaux" "Lyon" "Marseille" "Caen" "Limoges" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10411;2480.8100000003787;6623.431091586306;["Lille" "Besançon" "Strasbourg" "Limoges" "Lyon" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10412;2480.520000000379;6929.522615706892;["Lille" "Besançon" "Limoges" "Strasbourg" "Lyon" "Marseille" "Caen" "Bordeaux" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10413;2480.230000000379;6622.707953127585;["Lille" "Besançon" "Limoges" "Bordeaux" "Lyon" "Marseille" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10414;2479.940000000379;7131.812313334405;["Lille" "Limoges" "Besançon" "Bordeaux" "Lyon" "Marseille" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10415;2479.650000000379;6622.707953127585;["Lille" "Besançon" "Limoges" "Bordeaux" "Lyon" "Marseille" "Caen" "Strasbourg" "Ajaccio" "Rennes" "Paris" "Toulouse" "Lille"]
10416;2479.360000000379;6729.213707457997;["Lille" "Besançon" "Limoges" "Bordeaux" "Lyon" "Marseille" "Caen" "Ajaccio" "Strasbourg" "Rennes" "Paris" "Toulouse" "Lille"]
10417;2479.070000000379;7142.2280545904905;["Lille" "Besançon" "Limoges" "Bordeaux" "Lyon" "Marseille" "Caen" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10418;2478.780000000379;7651.332414797311;["Lille" "Limoges" "Besançon" "Bordeaux" "Lyon" "Marseille" "Caen" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10419;2478.490000000379;7477.977024949488;["Lille" "Limoges" "Besançon" "Bordeaux" "Marseille" "Lyon" "Caen" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10420;2478.200000000379;7445.823600157645;["Lille" "Limoges" "Besançon" "Bordeaux" "Marseille" "Caen" "Lyon" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10421;2477.910000000379;7262.439483678058;["Lille" "Limoges" "Lyon" "Bordeaux" "Marseille" "Caen" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10422;2477.620000000379;6936.721317634135;["Lille" "Limoges" "Bordeaux" "Lyon" "Marseille" "Caen" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Paris" "Toulouse" "Lille"]
10423;2477.330000000379;7044.328873961126;["Lille" "Limoges" "Paris" "Lyon" "Marseille" "Caen" "Besançon" "Ajaccio" "Rennes" "Strasbourg" "Bordeaux" "Toulouse" "Lille"]
